[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[2 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[3 3]	1	[0. 0. 0. 0. 0. 0.]	False	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[4 7]	0	[0. 0. 0. 0. 0. 0.]	False	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[ 5 14]	0	[0. 0. 0. 0. 0. 0.]	False	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[ 6 28]	0	[3.98703736 1.5012365  3.76330075 8.02615543 1.75580291 0.43055159]	True	[0.07235    0.34971508 0.04065485 0.13786463 0.16225426 0.2371612 ]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[3 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[4 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[5 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[6 1]	1	[4.78968371 3.36538593 0.88592964 6.38949462 2.00825232 4.48213313]	True	[0.15854162 0.23783466 0.20640376 0.07367685 0.26750258 0.05604054]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[2 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[3 5]	1	[0. 0. 0. 0. 0. 0.]	False	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[ 4 11]	1	[0. 0. 0. 0. 0. 0.]	False	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[ 5 23]	1	[0. 0. 0. 0. 0. 0.]	False	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[ 6 47]	0	[6.93893651 5.8885923  0.31336892 2.38592572 0.6474896  3.31142816]	True	[0.28168175 0.08157723 0.11326086 0.305202   0.1507806  0.06749759]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[3 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[4 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[5 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[6 6]	1	[3.99576756 3.36409888 5.49561503 3.48562801 5.14196367 1.98128815]	True	[0.14967316 0.20925492 0.20412381 0.12293095 0.27987516 0.03414198]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[2 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[3 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[4 5]	1	[0. 0. 0. 0. 0. 0.]	False	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[ 5 11]	1	[0. 0. 0. 0. 0. 0.]	False	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[ 6 23]	1	[5.92805521 2.3177211  2.46175229 4.4635724  1.63871164 5.55132881]	True	[0.23635869 0.03626324 0.09736954 0.28171352 0.18468517 0.16360988]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[2 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[3 5]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[ 4 10]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[ 5 20]	1	[0. 0. 0. 0. 0. 0.]	False	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[ 6 41]	1	[1.73776892 2.79515779 5.26232705 6.15519998 2.91607776 3.88396316]	True	[0.04143631 0.18665783 0.03899625 0.1838404  0.41223842 0.13683076]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[1 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[2 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[3 6]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[ 4 12]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[ 5 24]	0	[0. 0. 0. 0. 0. 0.]	False	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[ 6 48]	0	[1.84234679 2.60493608 4.7184631  0.96653102 8.14264373 0.56510457]	True	[0.04880309 0.14462012 0.14970338 0.43025872 0.14121015 0.08540454]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[3 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[4 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[5 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[6 0]	0	[9.49729374 2.98910393 0.19374418 0.48817863 0.75034508 0.16672279]	True	[0.19316883 0.03696879 0.12216754 0.10574305 0.18391356 0.35803828]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[2 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[3 4]	0	[0. 0. 0. 0. 0. 0.]	False	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[4 8]	0	[0. 0. 0. 0. 0. 0.]	False	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[ 5 16]	1	[0. 0. 0. 0. 0. 0.]	False	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[ 6 33]	0	[1.31467477 2.17922309 2.63299757 0.16194893 9.27658681 0.71319734]	True	[0.23130344 0.04261911 0.06524755 0.03427409 0.27398673 0.3525691 ]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[2 2]	0	[0. 0. 0. 0. 0. 0.]	False	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[3 4]	1	[0. 0. 0. 0. 0. 0.]	False	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[4 9]	1	[0. 0. 0. 0. 0. 0.]	False	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[ 5 19]	1	[0. 0. 0. 0. 0. 0.]	False	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[ 6 39]	0	[6.99582269 0.77356834 2.80788891 0.8867448  2.35952093 6.01848497]	True	[1.3461721e-01 6.6855162e-02 1.7445564e-01 3.7286004e-01 2.5094777e-01
 2.6430457e-04]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[2 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[3 3]	1	[0. 0. 0. 0. 0. 0.]	False	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[4 7]	1	[0. 0. 0. 0. 0. 0.]	False	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[ 5 15]	0	[0. 0. 0. 0. 0. 0.]	False	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[ 6 30]	1	[4.63626603 0.39739091 0.76906016 4.12608336 1.14102927 7.70903059]	True	[0.08303128 0.19287136 0.2384011  0.29178447 0.11363371 0.08027802]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[2 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[3 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[4 6]	0	[0. 0. 0. 0. 0. 0.]	False	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[ 5 12]	1	[0. 0. 0. 0. 0. 0.]	False	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[ 6 25]	1	[1.81587798 3.88103491 6.91095741 2.44678365 1.42743937 5.08473102]	True	[0.3220652  0.02872052 0.27141172 0.2102615  0.00605806 0.16148305]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[2 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[3 5]	0	[0. 0. 0. 0. 0. 0.]	False	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[ 4 10]	0	[0. 0. 0. 0. 0. 0.]	False	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[ 5 20]	1	[0. 0. 0. 0. 0. 0.]	False	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[ 6 41]	0	[5.71260164 2.6566125  0.79608313 0.61669039 1.68623679 7.51339754]	True	[0.44908813 0.14736292 0.1967799  0.01074276 0.02340027 0.17262608]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[2 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[3 5]	1	[0. 0. 0. 0. 0. 0.]	False	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[ 4 11]	0	[0. 0. 0. 0. 0. 0.]	False	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[ 5 22]	0	[0. 0. 0. 0. 0. 0.]	False	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[ 6 44]	1	[1.86322992 3.54240501 4.19454516 2.3846053  4.28548294 6.50644492]	True	[0.12354199 0.2752348  0.44575137 0.01293849 0.09680933 0.04572402]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[2 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[3 5]	0	[0. 0. 0. 0. 0. 0.]	False	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[ 4 10]	0	[0. 0. 0. 0. 0. 0.]	False	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[ 5 20]	1	[0. 0. 0. 0. 0. 0.]	False	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[ 6 41]	1	[1.73776892 2.79515779 5.26232705 6.15519998 2.91607776 3.88396316]	True	[0.198569   0.24480566 0.02763844 0.34179816 0.04531608 0.14187266]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.29647213 0.31928176 0.12950744 0.10292719 0.09141301 0.06039852]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.29647213 0.31928176 0.12950744 0.10292719 0.09141301 0.06039852]
