[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[2 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[3 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[4 3]	1	[0. 0. 0. 0. 0. 0.]	False	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[5 7]	1	[0. 0. 0. 0. 0. 0.]	False	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[ 6 15]	1	[2.90919565 5.51711193 1.75245139 2.9147785  6.98631598 0.84995649]	True	[0.33601224 0.1755489  0.03324835 0.0771134  0.22476505 0.15331203]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[2 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[3 4]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[4 9]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[ 5 18]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[ 6 36]	0	[1.82149711 2.26115095 1.21455515 6.81753044 3.70962435 5.46389662]	True	[0.2955913  0.13318975 0.15635228 0.0433772  0.06612746 0.30536205]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.03650996 0.25676826 0.1016277  0.11150964 0.30676553 0.18681891]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.03650996 0.25676826 0.1016277  0.11150964 0.30676553 0.18681891]
