[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[3 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[4 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[5 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[6 2]	1	[6.88088248 6.02843423 0.02104655 4.00481529 0.48111127 0.20243633]	True	[0.43232414 0.16860585 0.03032142 0.08321285 0.00785024 0.27768552]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[1 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[2 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[3 6]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[ 4 12]	1	[0. 0. 0. 0. 0. 0.]	False	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[ 5 25]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[ 6 50]	0	[5.31726305 2.11795941 2.65122017 1.55577325 7.31211902 2.07953799]	True	[0.15161811 0.43566534 0.19925709 0.12458971 0.0741687  0.01470105]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[1 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[2 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[3 6]	1	[0. 0. 0. 0. 0. 0.]	False	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[ 4 13]	0	[0. 0. 0. 0. 0. 0.]	False	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[ 5 26]	1	[0. 0. 0. 0. 0. 0.]	False	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[ 6 53]	1	[0.99064629 1.35478691 4.38745525 2.66407385 7.56658676 3.68549645]	True	[0.1959059  0.182685   0.05668629 0.25785273 0.14473273 0.16213733]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[2 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[3 4]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[4 9]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[ 5 19]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[ 6 39]	0	[6.99582269 0.77356834 2.80788891 0.8867448  2.35952093 6.01848497]	True	[0.2793629  0.02694504 0.17438596 0.23898605 0.00845634 0.27186373]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[2 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[3 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[4 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[5 5]	1	[0. 0. 0. 0. 0. 0.]	False	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[ 6 11]	0	[6.04985605 2.15313597 3.01872538 2.14930505 6.31431071 2.27167613]	True	[0.37366906 0.31660268 0.07783691 0.02112189 0.05461796 0.15615144]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[2 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[3 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[4 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[5 5]	0	[0. 0. 0. 0. 0. 0.]	False	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[ 6 10]	1	[5.86496023 5.29477535 0.49074425 5.02714001 1.04921431 3.30964927]	True	[0.05576413 0.10804664 0.28154722 0.2553059  0.02526377 0.27407232]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[2 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[3 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[4 6]	0	[0. 0. 0. 0. 0. 0.]	False	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[ 5 12]	0	[0. 0. 0. 0. 0. 0.]	False	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[ 6 24]	1	[5.91934684 1.69803498 2.00819247 0.77198553 7.45425308 1.37234202]	True	[0.6967682  0.04480993 0.04811096 0.17955357 0.01146758 0.01928978]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[2 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[3 5]	0	[0. 0. 0. 0. 0. 0.]	False	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[ 4 10]	1	[0. 0. 0. 0. 0. 0.]	False	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[ 5 21]	1	[0. 0. 0. 0. 0. 0.]	False	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[ 6 43]	1	[2.77747993 1.3701037  7.76474417 0.73141948 5.35935029 0.92712408]	True	[0.00788995 0.16361542 0.1925499  0.2594278  0.35669604 0.0198209 ]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[3 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[4 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[5 3]	1	[0. 0. 0. 0. 0. 0.]	False	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[6 7]	1	[0.39341137 4.84127331 1.70702545 1.67922015 8.35107069 0.96602394]	True	[0.25225562 0.0431754  0.1026906  0.41887084 0.15281466 0.03019292]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[2 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[3 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[4 6]	1	[0. 0. 0. 0. 0. 0.]	False	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[ 5 13]	0	[0. 0. 0. 0. 0. 0.]	False	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[ 6 26]	0	[2.55234884 1.33311404 4.82796793 6.60348354 4.37598182 2.37567598]	True	[0.0686871  0.10447398 0.41631025 0.06314655 0.19380987 0.15357229]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[1 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[2 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[3 6]	0	[0. 0. 0. 0. 0. 0.]	False	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[ 4 12]	0	[0. 0. 0. 0. 0. 0.]	False	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[ 5 24]	0	[0. 0. 0. 0. 0. 0.]	False	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[ 6 48]	0	[1.84234679 2.60493608 4.7184631  0.96653102 8.14264373 0.56510457]	True	[0.01488782 0.30975577 0.12201736 0.12575288 0.06347282 0.36411327]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[2 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[3 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[4 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[5 4]	0	[0. 0. 0. 0. 0. 0.]	False	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[6 8]	1	[5.1054928  6.36812455 4.58494717 1.22495898 2.39242255 2.26604992]	True	[0.13277537 0.04211014 0.12113132 0.37967825 0.03968615 0.28461877]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[2 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[3 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[4 2]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[5 5]	1	[0. 0. 0. 0. 0. 0.]	False	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[ 6 11]	0	[6.04985605 2.15313597 3.01872538 2.14930505 6.31431071 2.27167613]	True	[0.2438596  0.05469254 0.27707303 0.02951916 0.07981452 0.31504118]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[2 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[3 3]	1	[0. 0. 0. 0. 0. 0.]	False	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[4 7]	1	[0. 0. 0. 0. 0. 0.]	False	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[ 5 15]	1	[0. 0. 0. 0. 0. 0.]	False	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[ 6 31]	1	[5.29547651 2.85826185 6.93657406 1.3367226  3.70102745 0.43333184]	True	[0.26045313 0.06692863 0.33455345 0.13295744 0.1684321  0.0366753 ]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[3 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[4 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[5 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[6 1]	1	[4.78968371 3.36538593 0.88592964 6.38949462 2.00825232 4.48213313]	True	[0.20836698 0.01237538 0.21787894 0.08304994 0.15958855 0.3187402 ]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[2 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[3 4]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[4 8]	0	[0. 0. 0. 0. 0. 0.]	False	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[ 5 16]	1	[0. 0. 0. 0. 0. 0.]	False	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[ 6 33]	1	[2.76492957 4.10249912 5.39611053 5.09161003 3.89378732 2.30663915]	True	[0.15181984 0.08310438 0.23689356 0.33869922 0.06492938 0.12455355]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[1 1]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[2 3]	0	[0. 0. 0. 0. 0. 0.]	False	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[3 6]	0	[0. 0. 0. 0. 0. 0.]	False	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[ 4 12]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[ 5 25]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[ 6 51]	1	[4.39372404 0.06868095 4.42865756 5.35634714 1.48055098 5.49499576]	True	[0.02992713 0.3875561  0.18797296 0.02847094 0.19074167 0.17533116]
[0 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[1 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[2 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[3 4]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[4 9]	0	[0. 0. 0. 0. 0. 0.]	False	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[ 5 18]	1	[0. 0. 0. 0. 0. 0.]	False	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[ 6 37]	1	[0.75428354 7.27153941 4.72464149 3.80635658 0.68907238 3.04472702]	True	[0.02206707 0.07965338 0.364227   0.13551277 0.35779816 0.04074163]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[1 0]	1	[0. 0. 0. 0. 0. 0.]	False	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[2 1]	0	[0. 0. 0. 0. 0. 0.]	False	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[3 2]	0	[0. 0. 0. 0. 0. 0.]	False	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[4 4]	0	[0. 0. 0. 0. 0. 0.]	False	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[5 8]	0	[0. 0. 0. 0. 0. 0.]	False	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[ 6 16]	1	[8.03143521 2.95933932 3.39642327 3.24934646 2.10962576 0.44033503]	True	[0.10388809 0.09716339 0.13345234 0.23783854 0.2651947  0.16246289]
[0 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
[1 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
[2 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
[3 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
[4 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
[5 0]	0	[0. 0. 0. 0. 0. 0.]	False	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
[6 0]	1	[1.74327056 0.46482846 7.55950543 1.57177559 5.29791865 3.01004973]	True	[0.26272482 0.08838058 0.4997988  0.02017255 0.05504056 0.07388271]
